Fecha,Audiencia,Campaña,Ventas,Alcance,Importe gastado (USD),Impresiones,Clics en el enlace,Clics (todos)
11/9/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,75770,195.23,85803,214,1115
11/9/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,4,109747,392.35,128500,290,1595
11/10/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,267,18.27,1399,1,12
11/10/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,1,26936,96.08,30700,94,914
11/10/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,44726,129.07,49526,113,739
11/10/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,90253,332.82,104584,201,1462
11/11/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,264,16.22,1148,2,8
11/11/2023,2. Donors & Leads,Donation TD - WCD - Nov 23,,1345,35.73,3489,14,64
11/11/2023,6. Monthly donor lookalikes 10%,Donation TD - WCD - Nov 23,,4723,32.52,5245,24,100
11/11/2023,"5. HI, HE, Charity",Donation TD - WCD - Nov 23,1,5284,32.27,5903,26,116
11/11/2023,1. Donor lookalikes 10%,Donation TD - WCD - Nov 23,,5284,32.8,5956,15,100
11/11/2023,"4. HI, HE, Int travel",Donation TD - WCD - Nov 23,,5431,33.05,6392,16,163
11/11/2023,3. Web & Meta Retargeting,Donation TD - WCD - Nov 23,,5630,33.08,6478,27,170
11/11/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,31088,96.31,36014,102,979
11/11/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,44165,92.69,49656,144,738
11/11/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,78717,281.21,92127,235,1261
11/12/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,258,13.96,1192,,4
11/12/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,1,33085,106.44,38240,100,894
11/12/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,44820,106.67,50147,148,760
11/12/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,5,90152,318.13,107815,250,1473
11/13/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,247,14.07,1091,2,6
11/13/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,28759,103.89,33567,64,1116
11/13/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,33615,103.96,38093,87,1038
11/13/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,75019,310.35,92094,207,2354
11/14/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,255,18.67,1454,2,6
11/14/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,25340,100.08,30309,41,1135
11/14/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,30576,100.56,34438,59,1399
11/14/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,64781,300.25,77449,148,2870
11/15/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,105,1.7,149,2,2
11/15/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,1,28949,95.52,33398,54,916
11/15/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,33021,95.27,35300,68,1156
11/15/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,61688,288.38,74120,136,1816
11/16/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,40,1.15,47,,0
11/16/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,31748,99.16,35809,87,852
11/16/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,33108,99.01,36614,81,837
11/16/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,3,62521,296.33,75580,151,1574
11/17/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,58,1.87,76,,0
11/17/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,1,6531,47.85,8041,35,162
11/17/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,,6903,47.68,8520,47,178
11/17/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,1,6946,49.95,8566,42,180
11/17/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,2,7273,49.1,8732,52,184
11/17/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,1,8174,51.52,10004,48,219
11/17/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,31927,98.31,35001,60,1296
11/17/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,32942,93.54,36847,72,879
11/17/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,2,61689,292.56,72604,136,1679
11/18/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,261,14.64,1134,,7
11/18/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,,6912,50.06,8124,26,123
11/18/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,,9193,50.23,10881,46,153
11/18/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,,16087,99.93,18936,72,266
11/18/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,,17253,99.19,20663,72,287
11/18/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,,18186,99.24,22032,75,314
11/18/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,24293,99.45,27959,60,693
11/18/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,31883,96.22,35323,68,1246
11/19/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,330,22.7,1339,1,16
11/19/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,,7349,52.8,8102,26,91
11/19/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,1,9786,52.6,10863,41,134
11/19/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,2,19256,105.58,21594,69,304
11/19/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,,19812,105.65,23095,66,286
11/19/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,1,21968,105.34,24996,80,323
11/19/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,22687,103.98,27390,64,671
11/19/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,31284,104.66,35416,75,1143
11/20/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,223,9.7,439,,2
11/20/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,,2104,15.1,2183,7,26
11/20/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,7659,36.53,8381,23,192
11/20/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,,7952,50.34,9079,22,105
11/20/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,,16657,100.89,19403,56,319
11/20/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,,19531,100.48,22490,67,325
11/20/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,2,20434,100.39,22770,70,251
11/20/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,26630,98.42,29329,60,1077
11/21/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,6357,31.39,6546,9,276
11/21/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,4,11187,70.47,11943,47,153
11/21/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,1,12468,100,13240,52,142
11/21/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,,14200,84.3,16203,51,193
11/21/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,1,15475,99.47,18650,44,182
11/21/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,3,30316,168.97,33117,89,332
11/22/2023,"5. HI, HE, Ecommerce",Donation TD - Black Friday - Nov 23,,3194,21.02,3365,12,42
11/22/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,1,8749,58.99,10384,24,99
11/22/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,,10931,99.04,11900,33,73
11/22/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,,12027,97.92,13182,39,131
11/22/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,2,36491,195.43,40927,108,372
11/23/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,301,19.77,937,2,10
11/23/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,7766,52.3,8681,7,183
11/23/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,1,10869,73.9,12982,42,108
11/23/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,11045,61.85,12793,45,407
11/23/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,1,16693,145.77,18275,60,190
11/23/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,2,18938,149.39,22695,67,222
11/23/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,20116,124.44,23894,52,798
11/23/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,2,24414,126.48,26623,75,229
11/24/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,358,49.99,1884,,19
11/24/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,1,8932,66.7,10842,30,266
11/24/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,12873,93.47,14831,73,699
11/24/2023,1. Donor lookalikes 10%,Donation TD - Black Friday - Nov 23,1,13763,78.3,15101,40,115
11/24/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,3,13818,96.47,15717,56,138
11/24/2023,2. Lead lookalikes 10%,Donation TD - Black Friday - Nov 23,,15504,158.2,17785,71,202
11/24/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,16753,121.97,20297,107,1117
11/24/2023,"4. HI, HE, Black Friday",Donation TD - Black Friday - Nov 23,1,22089,157.43,26451,83,320
11/25/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,353,35.47,1518,1,6
11/25/2023,3. Web & Meta Retargeting,Donation TD - Black Friday - Nov 23,,5756,38.74,6129,25,67
11/25/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,2,13397,97.01,15561,46,495
11/25/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,18573,121.87,22130,69,848
11/25/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,2,23622,97.48,28189,85,461
11/26/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,326,30.41,1408,,7
11/26/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,17082,105.37,19362,14,403
11/26/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,17151,105.95,20820,19,455
11/26/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,30471,107.1,36366,92,449
11/27/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,349,36.32,1640,1,11
11/27/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,13855,98.03,15803,15,296
11/27/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,14136,98.36,17192,24,485
11/27/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,24326,93.8,28256,70,409
11/28/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,340,28.3,1372,1,8
11/28/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,718,30.81,1755,15,58
11/28/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,6561,30.76,7325,30,258
11/28/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,6576,30.63,7619,45,316
11/28/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,7939,49.66,9238,9,240
11/28/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,8271,49.75,9210,10,139
11/28/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,16639,50.33,18738,44,269
11/29/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,224,9.52,496,,0
11/29/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,968,65.96,3927,8,67
11/29/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,3675,22.27,3953,13,144
11/29/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,4016,22.13,4216,4,79
11/29/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,6971,23.11,7555,19,159
11/29/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,1,13898,65.78,16713,53,842
11/29/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,2,13460,65.2,17203,68,862
11/30/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,228,9.41,678,,3
11/30/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,1081,107.6,5304,15,78
11/30/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,12625,78.76,15277,19,236
11/30/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,13140,78.26,14890,16,214
11/30/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,14781,57.49,17493,48,223
11/30/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,20358,120.19,22483,70,1140
11/30/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,29347,153.88,38101,126,1676
11/30/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,41219,154.17,47701,92,2184
12/1/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,213,7.58,602,1,3
12/1/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,1059,93.48,4938,15,67
12/1/2023,5. Meta and Web Retargeting,Donation TD - Gaza - Oct 23,,6918,18.84,7291,19,91
12/1/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,15498,93.21,18006,18,232
12/1/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,16966,93.58,20017,29,377
12/1/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,27944,120.98,34569,140,1418
12/1/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,1,41903,244.42,50678,125,2078
12/1/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,55484,184.81,62517,123,3005
12/2/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,237,12.97,698,,4
12/2/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,1036,83.66,4386,9,38
12/2/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,19816,98.95,22490,24,322
12/2/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,2,22215,97.89,25685,37,452
12/2/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,1,26042,95.24,30485,135,921
12/2/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,1,50306,284.99,59357,185,2273
12/2/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,2,60303,200.85,67488,161,2967
12/3/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,1,268,13.61,801,1,2
12/3/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,1039,81.11,4533,4,28
12/3/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,25121,107.1,29289,30,537
12/3/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,24940,108.61,30723,164,967
12/3/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,26707,106.93,30054,35,494
12/3/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,2,61383,322.39,74811,265,2535
12/3/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,73019,215.25,83651,337,3264
12/4/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,253,12,651,,2
12/4/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,1060,92.05,4773,16,54
12/4/2023,6. Lapsed donors,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3417,49.37,6987,3,58
12/4/2023,5. Donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,7146,49.36,8123,9,78
12/4/2023,4. Monthly donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,7189,48.78,8714,10,153
12/4/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,7894,30.23,8234,12,149
12/4/2023,"2. HI, HE, Christian",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,7604,48.51,9111,10,124
12/4/2023,"1. HI, HE, Charity",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,7977,49.1,9444,6,129
12/4/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,8134,49.19,9872,10,116
12/4/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,26099,98.44,29581,151,1142
12/4/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,40092,136.8,45339,56,796
12/4/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,45619,238.53,51003,87,1918
12/4/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,63907,190.01,69500,337,2786
12/5/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,319,17.9,1108,2,2
12/5/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,872,47.84,2820,2,17
12/5/2023,6. Lapsed donors,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3768,48.82,7211,9,54
12/5/2023,5. Lapsed donors,Donation TD - Champions for Children - Nov 23,,3858,61.49,7618,7,61
12/5/2023,4. Monthly donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,7796,49.98,8972,9,118
12/5/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,9018,49.84,10607,14,113
12/5/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,9175,61.28,10713,19,169
12/5/2023,"2. HI, HE, Christian",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,9424,50.13,10885,9,112
12/5/2023,3. Donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,9997,61.03,11335,11,77
12/5/2023,2. Web & Meta retargeting,Donation TD - Champions for Children - Nov 23,,11498,60.98,12817,11,116
12/5/2023,"1. HI, HE, Charity",Donation TD - Champions for Children - Nov 23,,11779,61.06,12988,14,138
12/5/2023,"1. HI, HE, Charity",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,11739,49.89,13470,11,116
12/5/2023,"3. HI, HE, Int travel",Donation TD - Warm This Winter - Nov 23,,12739,33.66,12852,103,432
12/5/2023,5. Donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,1,13266,49.84,14588,7,95
12/5/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,27777,97.28,30007,143,908
12/5/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,33959,165.15,36693,57,1281
12/5/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,72191,267.49,82950,87,1077
12/6/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,356,20.97,1278,2,6
12/6/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,882,43.78,2647,4,20
12/6/2023,4. Monthly donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3327,18.81,3555,2,39
12/6/2023,3. Donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,4042,22.93,4271,3,30
12/6/2023,"1. HI, HE, Charity",Donation TD - Champions for Children - Nov 23,,4763,23.04,5081,4,47
12/6/2023,6. Lapsed donors,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3826,48.86,6772,5,41
12/6/2023,5. Lapsed donors,Donation TD - Champions for Children - Nov 23,,3947,60.88,7568,7,60
12/6/2023,"1. HI, HE, Charity",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,5780,18.2,6039,5,56
12/6/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,9398,49.57,10758,11,120
12/6/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,9505,61.05,11103,11,123
12/6/2023,"2. HI, HE, Christian",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,10216,49.59,11701,12,109
12/6/2023,2. Web & Meta retargeting,Donation TD - Champions for Children - Nov 23,,11960,60.76,14233,21,126
12/6/2023,5. Donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,19707,77.76,21309,8,154
12/6/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,25415,121.73,27844,26,332
12/6/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,27427,131.92,28909,33,831
12/6/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,31643,98.9,34663,141,954
12/6/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,48752,184.48,52750,50,559
12/7/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,333,17.23,1202,1,7
12/7/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,849,44.19,2713,4,17
12/7/2023,5. Lapsed donors,Donation TD - Champions for Children - Nov 23,,1936,18.16,2539,1,17
12/7/2023,6. Lapsed donors,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3548,50.11,6746,5,35
12/7/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,8129,49.16,9664,7,120
12/7/2023,"2. HI, HE, Christian",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,8784,49.31,9853,8,61
12/7/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,10023,60.74,11595,23,174
12/7/2023,2. Web & Meta retargeting,Donation TD - Champions for Children - Nov 23,,11885,60.71,14327,8,153
12/7/2023,5. Donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,1,17125,95.9,19242,16,146
12/7/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,17981,96.43,19582,13,452
12/7/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,24309,121.99,26452,34,285
12/7/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,3,25424,95.71,26977,32,289
12/7/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,1,31102,98.52,34339,123,1001
12/8/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,326,15.05,1162,1,5
12/8/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,850,43.13,2643,1,13
12/8/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,2968,17.69,3102,5,32
12/8/2023,6. Lapsed donors,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,2387,24.4,3843,2,23
12/8/2023,2. Web & Meta retargeting,Donation TD - Champions for Children - Nov 23,,3634,17.86,3894,5,67
12/8/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,3687,25.79,4241,7,70
12/8/2023,"2. HI, HE, Christian",Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,5208,31.36,5692,1,51
12/8/2023,5. Donor lookalikes 10%,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,,9369,47.68,10124,6,85
12/8/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,17583,96.02,18989,13,429
12/8/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,24345,121.73,26749,23,282
12/8/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,1,25092,98.89,29118,113,763
12/8/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,,40562,159.92,44804,46,607
12/9/2023,3. Web & Meta Retargeting,Donation TD - Christmas - Dec 23 & Evergreen - Feb 24,1,0,0,0,,0
12/9/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,306,15.69,1025,,1
12/9/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,841,39.48,2524,,11
12/9/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,1,15919,97.43,17447,27,481
12/9/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,2,25563,99.36,29502,126,950
12/9/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,2,27033,145.24,30393,32,434
12/9/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,45056,185.39,50225,61,843
12/10/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,313,16.56,1128,,5
12/10/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,890,43.82,2926,1,17
12/10/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,21082,106.92,23106,48,887
12/10/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,1,32842,107.16,36186,162,1382
12/10/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,2,35775,213.13,42031,55,590
12/10/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,53572,213.97,60493,59,987
12/11/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,290,10.19,755,,3
12/11/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,992,63.88,4287,4,24
12/11/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,8501,60.7,9907,19,205
12/11/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,20824,101.76,22414,23,627
12/11/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,,23114,64.73,24943,107,671
12/11/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,26223,138.75,29071,24,380
12/11/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,77684,311.13,88369,101,1405
12/12/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,230,6.86,538,,4
12/12/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,,1009,70.43,4448,8,22
12/12/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,7468,58.5,9019,10,133
12/12/2023,4. All donor lookalikes 10%,Donation TD - Warm This Winter - Nov 23,,16715,98.78,18515,27,544
12/12/2023,2. Web & Meta retargeting,Donation TD - Warm This Winter - Nov 23,1,17646,49.36,19009,61,364
12/12/2023,3. Emergency donor lookalikes 10%,Donation TD - Gaza - Oct 23,,17793,98.35,20282,15,253
12/12/2023,"4. HI, HE, Middle East",Donation TD - Gaza - Oct 23,1,82296,385.29,95013,74,1341
12/13/2023,1. Emergency donors,Donation TD - Gaza - Oct 23,,196,6.55,378,1,4
12/13/2023,1. All donors,Donation TD - Warm This Winter - Nov 23,1,992,70.08,4188,7,24
12/13/2023,4. Monthly donor lookalikes 10%,Donation TD - Champions for Children - Nov 23,,6947,40.9,7853,9,108
