Fecha,Audiencia,Campaña,Ventas,Alcance,Importe gastado (USD),Impresiones,Clics en el enlace,Clics (todos)
5/6/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,20934,52.58,21830,32,894
5/6/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,3,26983,72.31,32319,83,974
5/7/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,19183,51,20556,29,861
5/7/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,4,20004,70.99,25012,80,807
5/8/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,,12449,49.72,13364,27,423
5/8/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,14383,70.29,19872,40,440
5/9/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,27291,49.06,29945,39,985
5/9/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,28945,69.4,32657,65,1065
5/10/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,4,34276,47.78,36518,52,1014
5/10/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,45507,68,50900,88,1422
5/11/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,26598,48.83,27066,48,819
5/11/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,3,33473,68.64,38300,90,1137
5/12/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Easter 24 ,1,6357,27.47,7168,13,198
5/12/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,33809,52.84,34793,58,936
5/12/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,3,35818,73.69,40524,72,1051
5/13/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Easter 24 ,1,9481,45.85,11356,28,286
5/13/2024,9. Meta donor lookalikes 10%,Donation TD - Gaza - Oct 23,1,12269,22.78,12535,14,288
5/13/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,41634,106.63,48758,73,908
5/14/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,4,53242,146.58,61602,108,951
5/15/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,4,45201,146.66,53845,88,690
5/16/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,5,52815,165.66,60966,94,659
5/17/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,1,64316,240.28,75926,133,950
5/18/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,60740,248.44,69420,143,953
5/19/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,71850,250.06,82467,166,1690
5/20/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,76733,251.32,88734,166,1598
5/21/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,3,63885,267.48,72764,147,1059
5/22/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,1,69540,312.15,78780,142,854
5/23/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,2,11397,43.54,12178,26,268
5/23/2024,"4. HI, HE, Middle East",Donation TD - Gaza - Easter 24,3,16473,66.16,17472,25,194
5/23/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,1,45414,205.74,51593,79,824
5/24/2024,"4. HI, HE, Middle East",Donation TD - Gaza - Easter 24,,18353,97.49,22077,44,481
5/24/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,1,22290,90.86,24688,37,478
5/24/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,30358,126.5,34935,70,588
5/25/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,3,15616,80.68,17568,41,324
5/25/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,1,24456,90.77,26660,73,586
5/25/2024,"4. HI, HE, Middle East",Donation TD - Gaza - Easter 24,4,30265,151.46,35467,50,817
5/26/2024,"4. HI, HE, Middle East",Donation TD - Gaza - Easter 24,1,26836,113.96,30631,71,652
5/26/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,,29878,122.74,34481,82,905
5/26/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,32850,95.85,35537,69,873
5/27/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,44126,124.42,49732,79,1196
5/27/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,2,45418,199.14,52544,81,790
5/28/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,,27698,81.86,34166,43,457
5/28/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,4,43747,233.31,51671,75,473
5/29/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,31288,95.44,38055,58,520
5/29/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,11,42869,217.82,48527,105,402
5/30/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,7,29915,145.03,33847,41,240
5/30/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,35663,97.01,43495,53,543
5/31/2024,5. Meta and Web Retargeting,Donation TD - Gaza - Easter 24,,1718,6.1,1760,6,19
5/31/2024,9. Meta donor lookalikes 5%,Donation TD - Gaza - Easter 24,2,42762,194.13,52364,78,633
