Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,CTR,Conversions,Clicks,Impr.,All video ad seq. impr.,Engagements,Engagement rate,Invalid clicks,Invalid click rate,Invalid Interactions,Invalid Interaction rate,Avg. CPC,Avg. CPE,Avg. CPM,Avg. CPV,Avg. target CPA optimization,Avg. target CPA,Avg. target ROAS optimization,Avg. target ROAS,Avg. target cost per in-app action,Views,View rate (In-stream),View rate (In-feed),View rate (Shorts),Watch time,Avg. watch time / impr.,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Impr. (co-viewed),Impr. (Abs. Top) %,Impr. (Top) %,Number of eligible ads,Number of disapproved ads,Number of eligible keywords,Number of disapproved keywords,Number of eligible ad groups,Number of eligible responsive search ads,Ad strength details,Number of eligible sitelinks (legacy),Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Number of eligible images (upgraded),Results,Results value,Download,Purchase,Signup,Viewable impr.,Non-viewable impr.,Measurable impr.,Non-measurable impr.,Measurable cost,Measurable rate,Avg. viewable CPM,Viewable CTR,Viewable impr. distrib.,Non-viewable impr. distrib.,Non-measurable impr. distrib.,Viewable rate,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,Value adjustment,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All value adjustment,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Orders,Revenue,Avg. order value,Units sold,Avg. cart size,Gross profit,Gross profit margin,Cost of goods sold,Lead revenue,Lead units sold,Lead gross profit,Lead cost of goods sold,Cross-sell revenue,Cross-sell units sold,Cross-sell gross profit,Cross-sell cost of goods sold,Cross-device conv.,Cross-device conv. value,Cross-device conv. (by conv. time),Cross-device conv. value (by conv. time),View-through conv.,New customers,Currency code,Recommended budget,Est. add. interactions/wk (rec. budget),Est. add. cost/wk (rec. budget),Conversions (current model),Cost / conv. (current model),Conv. rate (current model),Conv. value (current model),Value / conv. (current model),Conv. value / click (current model),Conv. value / cost (current model),"Conversions (current model, by conv. time)","Conv. value (current model, by conv. time)","Value / conv. (current model, by conv. time)",Campaign ID,Campaign subtype,Bid strategy,Bid strategy type,Optimization score,Target CPA,Target ROAS,Location Goal for Target IS,Target Impression Share,Max CPC Bid Limit for Target IS,Label,Campaign group,Account optimization headroom,Conversion goals,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (rank),Search lost abs. top IS (rank),Search lost IS (budget),Search lost top IS (budget),Search lost abs. top IS (budget),Search exact match IS,Display impr. share,Display lost IS (rank),Display lost IS (budget),Click share,Bounce rate (UA),Pages / session (UA),Avg. session duration (seconds) (UA),% New sessions (UA),% Engaged sessions (GA4),Events / session (GA4),Avg. engagement duration per session (seconds) (GA4),Phone calls,Phone impr.,PTR,Chats,Message impr.,Chat rate,Earned likes,Earned playlist additions,Earned shares,Earned subscribers,Earned views,All changes,Budget changes,Bid changes,Keyword changes,Status changes,Targeting changes,Ad changes,Network changes,Avg. impr. freq. / user,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),1+,2+,3+,4+,5+,10+
3/11/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,"1,338",21.15%,0.15,204.88,21.15%,0,"1,338","6,326",0,0, --,49,3.53%,49,3.53%,0.15,0,32.39,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"6,326",41.45%,74.36%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,0,0,0,0,0,0,0,0,"6,326",0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],10.99%,< 10%,< 10%,89.01%,> 90%,> 90%,0.00%,0.00%,0.00%,13.98%, --, --, --,28.89%, --,0,0, --,25.06%,3.65,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/12/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,593,9.80%,0.24,140.5,9.80%,3,593,"6,050",0,0, --,26,4.20%,26,4.20%,0.24,0,23.22,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"6,050",39.63%,65.68%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 3.00,Sign-up: 45.00,0,0,3,0,0,0,"6,050",0,0.00%,0, --,0.00%,0.00%,100.00%, --,46.83,0.51%,45,0.32,0.08,15,0,0,3,45,15,11,12.77,1.85%,53,0.38,0.09,4.82,0,0,11,53,4.82,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,3,46.83,0.51%,45,15,0.08,0.32,3,45,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,12.58%, --, --, --,10.71%, --,0,0, --,34.25%,4.8,23.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/19/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,177,7.39%,0.34,60.22,7.39%,1.03,177,"2,395",0,0, --,7,3.80%,7,3.80%,0.34,0,25.14,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"2,395",34.68%,69.57%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 1.03,Sign-up: 15.46,0,0,1.03,0,0,0,"2,395",0,0.00%,0, --,0.00%,0.00%,100.00%, --,58.44,0.58%,15.46,0.26,0.09,15,0,0,1,15,15,2.03,29.66,1.15%,16.46,0.27,0.09,8.1,0,0,2,16,8,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1.03,58.44,0.58%,15.46,15,0.09,0.26,1,15,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.06%,0.06%,0.06%,13.72%, --, --, --,< 10%, --,0,0, --,31.65%,4.73,19.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/18/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,246,8.11%,0.24,58.49,8.11%,1,246,"3,032",0,0, --,8,3.15%,8,3.15%,0.24,0,19.29,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"3,032",32.58%,67.98%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 1.00,Sign-up: 15.00,0,0,1,0,0,0,"3,032",0,0.00%,0, --,0.00%,0.00%,100.00%, --,58.49,0.41%,15,0.26,0.06,15,0,0,1,15,15,2,29.25,0.81%,16,0.27,0.07,8,0,0,2,16.01,8,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,58.49,0.41%,15,15,0.06,0.26,1,15,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,22.02%, --, --, --,< 10%, --,0,0, --,22.04%,4.15,11.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/26/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,348,8.59%,0.47,163.9,8.59%,2.76,348,"4,049",0,0, --,15,4.13%,15,4.13%,0.47,0,40.48,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"4,049",44.69%,73.00%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 2.76,Sign-up: 41.47,0,0,2.76,0,0,0,"4,049",0,0.00%,0, --,0.00%,0.00%,100.00%, --,59.29,0.79%,41.47,0.25,0.12,15,0,0,2.76,41.47,15,8.27,19.82,2.38%,46.97,0.29,0.13,5.68,0,0,7.49,46.19,6.17,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,2.76,59.29,0.79%,41.47,15,0.12,0.25,2.76,41.47,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,85.40%,87.91%,> 90%,5.24%,5.24%,5.24%,15.58%, --, --, --,< 10%, --,0,0, --,34.14%,4.76,20.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/22/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,367,7.06%,0.42,154.35,7.06%,0,367,"5,195",0,0, --,21,5.41%,21,5.41%,0.42,0,29.71,0, --,150, --, --, --,0, --, --, --, --, --, --, --, --, --,"5,195",39.87%,66.61%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,0,0,0,0,0,0,0,0,"5,195",0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0.05,0.74,15,0,0,0.00%,0,0,0,0,0,0,0.05,0.74,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0.05,0.74,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.47%,0.47%,0.47%,< 10%, --, --, --,< 10%, --,0,0, --,13.10%,3.3,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,191,7.48%,0.28,53.68,7.48%,0,191,"2,552",0,0, --,16,7.73%,16,7.73%,0.28,0,21.03,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"2,552",19.69%,69.60%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,0,0,0,0,0,0,0,0,"2,552",0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],12.06%,< 10%,< 10%,87.94%,> 90%,> 90%,0.00%,0.00%,0.00%,26.74%, --, --, --,< 10%, --,0,0, --,8.29%,3.12,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/5/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,125,4.07%,0.75,93.49,4.07%,1,125,"3,068",0,0, --,3,2.34%,3,2.34%,0.75,0,30.47,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"3,068",30.08%,64.06%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 1.00,Sign-up: 15.00,0,0,1,0,0,0,"3,068",0,0.00%,0, --,0.00%,0.00%,100.00%, --,93.49,0.80%,15,0.16,0.12,15,0,0,1,15,15,2,46.74,1.60%,16,0.17,0.13,8,0,0,2,16,8,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,93.49,0.80%,15,15,0.12,0.16,1,15,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,11.20%, --, --, --,< 10%, --,0,0, --,39.64%,5.54,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/29/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,72,8.60%,0.35,24.93,8.60%,0,72,837,0,0, --,4,5.26%,4,5.26%,0.35,0,29.78,0, --,150, --, --, --,0, --, --, --, --, --, --, --, --, --,837,29.05%,63.81%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,0,0,0,0,0,0,0,0,837,0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,< 10%, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/1/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,505,10.06%,0.28,139.44,10.06%,4.9,505,"5,018",0,0, --,11,2.13%,11,2.13%,0.28,0,27.79,0, --,118.49, --, --, --,0, --, --, --, --, --, --, --, --, --,"5,018",24.92%,72.60%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 4.90,Sign-up: 73.47,0,0,4.9,0,0,0,"5,018",0,0.00%,0, --,0.00%,0.00%,100.00%, --,28.47,0.97%,73.47,0.53,0.15,15,0,0,4.9,73.47,15,4.9,28.47,0.97%,73.47,0.53,0.15,15,0,0,4.9,73.47,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,4.9,28.47,0.97%,73.47,15,0.15,0.53,4.9,73.47,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],13.39%,< 10%,< 10%,86.38%,> 90%,> 90%,0.23%,0.23%,0.23%,27.46%, --, --, --,24.03%, --,0,0, --,8.86%,3.33,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/4/2024,Enabled,UNICEF | MS | Digital | Generic | Conversions, --,USD,45,Daily,Eligible (Limited),unknown; unknown,Search,"1,248",21.12%,0.23,293.12,21.12%,3,"1,248","5,909",0,0, --,58,4.44%,58,4.44%,0.23,0,49.61,0, --,100, --, --, --,0, --, --, --, --, --, --, --, --, --,"5,909",42.37%,68.25%,4,0,61,52,3,4,"Pending: 1
No Ads: 0
Poor: 0
Average: 1
Good: 3
Excellent: 1",0,6,0,23,Sign-up: 3.00,Sign-up: 45.00,0,0,3,0,0,0,"5,909",0,0.00%,0, --,0.00%,0.00%,100.00%, --,97.71,0.24%,45,0.15,0.04,15,0,0,3,45,15,6,48.85,0.48%,48,0.16,0.04,8,0,0,6.78,48.78,7.19,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,3,97.71,0.24%,45,15,0.04,0.15,3,45,15,20765489414,Standard, --,Maximize Conversions (Target CPA),100,150, --, --, --, --, --, --,0.00%,[SIGNUP/WEBSITE],10.95%,< 10%,< 10%,89.05%,> 90%,> 90%,0.00%,0.00%,0.00%,19.32%, --, --, --,24.31%, --,0,0, --,26.80%,3.81,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/15/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,"1,307",16.41%,0.11,144.26,16.41%,0.52,"1,307","7,963",0,0, --,35,2.61%,35,2.61%,0.11,0,18.12,0, --,140, --, --, --,0, --, --, --, --, --, --, --, --, --,"7,963",33.91%,61.36%,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,Sign-up: 0.52,Sign-up: 7.78,0,0,0.52,0,0,0,"7,963",0,0.00%,0, --,0.00%,0.00%,100.00%, --,278.05,0.04%,7.78,0.05,0.01,15,0,0,0.5,7.5,15,0.52,278.05,0.04%,7.78,0.05,0.01,15,0,0,0.5,7.5,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0.52,278.05,0.04%,7.78,15,0.01,0.05,0.5,7.5,15,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,3.15%,3.13%,3.13%,12.23%, --, --, --,28.73%, --,0,0, --,8.19%,3.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/5/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"11,945",4.83%,0.04,503.94,1.68%,1,"4,146","247,404",0,"8,174",31.14%,284,6.41%,332,2.70%,0.12,0.01,2.04,0.012, --, --, --, --, --,"4,974",25.31%,0.12%,7.49%,"360,350",18.4, --, --, --, --,"247,404", --, --,0,0,,,0,, --,,4,,0,Sign-up: 1.00,Sign-up: 15.00,0,0,1,0,0,0,"247,404",0,0.00%,0, --,0.00%,0.00%,100.00%, --,503.84,0.01%,15,0.03,0,15,0,0,1.5,22.5,15,2,251.94,0.02%,16,0.03,0,8,0,9.9,2.5,23.5,9.4,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,503.84,0.01%,15,15,0,0.03,1.5,22.5,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,< 10%, --,0,0, --,37.12%,4.5,28.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/22/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,530,7.76%,0.18,97.06,7.76%,1,530,"6,831",0,0, --,35,6.19%,35,6.19%,0.18,0,14.21,0, --,140, --, --, --,0, --, --, --, --, --, --, --, --, --,"6,831",27.02%,55.51%,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,Sign-up: 1.00,Sign-up: 15.00,0,0,1,0,0,0,"6,831",0,0.00%,0, --,0.00%,0.00%,100.00%, --,97.06,0.19%,15,0.15,0.03,15,0,0,1.02,15.28,15,1,97.06,0.19%,15,0.15,0.03,15,0,0,1.02,15.28,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,97.06,0.19%,15,15,0.03,0.15,1.02,15.28,15,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE],< 10%,< 10%,< 10%,> 90%,> 90%,> 90%,0.00%,0.00%,0.00%,27.52%, --, --, --,17.49%, --,0,0, --,8.91%,3.44,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/18/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"20,190",8.34%,0.02,413.84,2.34%,0,"5,650","241,961",0,"14,721",64.88%,669,10.59%,742,3.54%,0.07,0,1.71,0.005, --, --, --, --, --,"10,740",48.60%,0.54%,6.23%,"568,794",25.7, --, --, --, --,"241,961", --, --,0,0,,,0,, --,,4,,0,0,0,0,0,0,0,0,0,"241,961",0,0.00%,0, --,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,1,413.84,0.00%,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,1,1,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,14.03%, --,0,0, --,20.55%,3.2,10.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1/29/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"5,704",3.62%,0.06,336.78,1.84%,2.5,"2,907","157,785",0,"2,944",22.97%,164,5.34%,189,3.21%,0.12,0.01,2.13,0.013, --, --, --, --, --,"1,699",24.26%,0.17%,15.89%,"123,033",17.8, --, --, --, --,"157,785", --, --,0,0,,,0,, --,,4,,0,Sign-up: 2.50,Sign-up: 37.50,0,0,2.5,0,0,0,"157,785",0,0.00%,0, --,0.00%,0.00%,100.00%, --,134.71,0.04%,37.5,0.11,0.01,15,0,0,2,30,15,4.69,71.78,0.08%,39.69,0.12,0.01,8.46,0,9.9,4.19,32.19,7.68,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,2.5,134.71,0.04%,37.5,15,0.01,0.11,2,30,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,12.82%, --,0,0, --,32.40%,3.92,24.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/26/2024,Enabled,UNICEF | MS | Digital | Generic | Traffic, --,USD,70,Daily,Eligible,some ads disapproved,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,2,1,52,36,1,2,"Pending: 2
No Ads: 0
Poor: 0
Average: 1
Good: 0
Excellent: 2",0,5,0,11,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21161881663,Standard, --,Maximize Conversions (Target CPA),91.6,140, --, --, --, --, --, --,0.34%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Enabled,UNICEF | MS | Digital | Pmax, --,USD,200,Daily,Eligible (Limited),most asset groups limited by policy,Performance Max,"3,945",2.19%,0.06,252.15,1.11%,0.22,"1,998","180,403",0,"1,987",53.00%,152,7.07%,166,4.04%,0.13,0,1.4,0.007, --,150, --, --, --,"1,402",40.22%,0.00%,10.43%,"81,139",23.4, --, --, --, --,"180,403", --, --,0,0,,,0,, --,,4,,0,Sign-up: 0.22,Sign-up: 3.34,0,0,0.22,0,0,0,"180,403",0,0.00%,0, --,0.00%,0.00%,100.00%, --,1131.01,0.01%,3.34,0.01,0,15,0,0,0.22,3.34,15,0.22,1131.01,0.01%,3.34,0.01,0,15,0,0,0.22,3.34,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0.22,1131.01,0.01%,3.34,15,0,0.01,0.22,3.34,15,20878999332,Standard, --,Maximize Conversions (Target CPA),92.42,150, --, --, --, --, --, --,1.21%,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --,14.75%, --,0,0, --,12.30%,2.89,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
