Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Campaign type,Interactions,Interaction rate,Avg. cost,Cost,CTR,Conversions,Clicks,Impr.,All video ad seq. impr.,Engagements,Engagement rate,Invalid clicks,Invalid click rate,Invalid Interactions,Invalid Interaction rate,Avg. CPC,Avg. CPE,Avg. CPM,Avg. CPV,Avg. target CPA optimization,Avg. target CPA,Avg. target ROAS optimization,Avg. target ROAS,Avg. target cost per in-app action,Views,View rate (In-stream),View rate (In-feed),View rate (Shorts),Watch time,Avg. watch time / impr.,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Impr. (co-viewed),Impr. (Abs. Top) %,Impr. (Top) %,Number of eligible ads,Number of disapproved ads,Number of eligible keywords,Number of disapproved keywords,Number of eligible ad groups,Number of eligible responsive search ads,Ad strength details,Number of eligible sitelinks (legacy),Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Number of eligible images (upgraded),Results,Results value,Download,Purchase,Signup,Viewable impr.,Non-viewable impr.,Measurable impr.,Non-measurable impr.,Measurable cost,Measurable rate,Avg. viewable CPM,Viewable CTR,Viewable impr. distrib.,Non-viewable impr. distrib.,Non-measurable impr. distrib.,Viewable rate,Cost / conv.,Conv. rate,Conv. value,Conv. value / cost,Conv. value / click,Value / conv.,Value adjustment,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv.,Cost / all conv.,All conv. rate,All conv. value,All conv. value / cost,All conv. value / click,Value / all conv.,All value adjustment,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Orders,Revenue,Avg. order value,Units sold,Avg. cart size,Gross profit,Gross profit margin,Cost of goods sold,Lead revenue,Lead units sold,Lead gross profit,Lead cost of goods sold,Cross-sell revenue,Cross-sell units sold,Cross-sell gross profit,Cross-sell cost of goods sold,Cross-device conv.,Cross-device conv. value,Cross-device conv. (by conv. time),Cross-device conv. value (by conv. time),View-through conv.,New customers,Currency code,Recommended budget,Est. add. interactions/wk (rec. budget),Est. add. cost/wk (rec. budget),Conversions (current model),Cost / conv. (current model),Conv. rate (current model),Conv. value (current model),Value / conv. (current model),Conv. value / click (current model),Conv. value / cost (current model),"Conversions (current model, by conv. time)","Conv. value (current model, by conv. time)","Value / conv. (current model, by conv. time)",Campaign ID,Campaign subtype,Bid strategy,Bid strategy type,Optimization score,Target CPA,Target ROAS,Location Goal for Target IS,Target Impression Share,Max CPC Bid Limit for Target IS,Label,Campaign group,Account optimization headroom,Conversion goals,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (rank),Search lost abs. top IS (rank),Search lost IS (budget),Search lost top IS (budget),Search lost abs. top IS (budget),Search exact match IS,Display impr. share,Display lost IS (rank),Display lost IS (budget),Click share,Bounce rate (UA),Pages / session (UA),Avg. session duration (seconds) (UA),% New sessions (UA),% Engaged sessions (GA4),Events / session (GA4),Avg. engagement duration per session (seconds) (GA4),Phone calls,Phone impr.,PTR,Chats,Message impr.,Chat rate,Earned likes,Earned playlist additions,Earned shares,Earned subscribers,Earned views,All changes,Budget changes,Bid changes,Keyword changes,Status changes,Targeting changes,Ad changes,Network changes,Avg. impr. freq. / user,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),1+,2+,3+,4+,5+,10+
3/4/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,649,7.71%,0.1,61.93,0.89%,0,75,"8,418",0,580,10.01%,0,0.00%,30,4.42%,0.83,0.1,7.36,0, --,50, --, --, --,0, --, --, --, --, --, --, --, --, --,"8,418", --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,"8,418",0,0.00%,0,0.00%,0.00%,0.00%,100.00%, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,19.74%,78.75%,1.51%, --, --,0,0, --,7.69%,2.31,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"6,931",,,,,,,,
2/19/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,"119,672",20.49%,0.02,1849.12,1.59%,2,"9,309","583,942",0,"112,514",37.59%,0,0.00%,833,0.69%,0.2,0.01,3.17,0.017, --,50, --, --, --,"47,851",29.31%,17.83%,7.96%, --, --,10.77%,2.72%,0.06%,0.04%,"583,942", --, --,1,0,,,0,, --,,7,,0,Sign-up: 2.00,Sign-up: 30.00,0,0,2,0,0,0,"583,942",0,0.00%,0,0.00%,0.00%,0.00%,100.00%, --,924.56,0.00%,30,0.02,0,15,0,0,2,30,15,6,308.19,0.01%,34,0.02,0,5.67,0,0,6,34,5.67,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,1,1,1,1,0,0,USD, --, --, --,2,924.56,0.00%,30,15,0,0.02,2,30,15,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,10.36%,35.70%,53.94%, --, --,0,0, --,52.22%,4.17,36.99,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1.1,"507,885",,,,,,,,
4/8/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,"4,290",4.61%,0.06,241.25,1.44%,1,"1,337","93,135",0,"3,026",25.26%,0,0.00%,98,2.23%,0.18,0.01,2.59,0.024, --, --, --, --, --,"1,139",29.80%,10.02%,4.52%, --, --,11.02%,5.27%,2.97%,2.63%,"93,135", --, --,1,0,,,0,, --,,7,,0,Sign-up: 1.00,Sign-up: 15.00,0,0,1,"3,984",944,"4,928","88,207",5.87,5.29%,1.47,0.35%,4.28%,1.01%,94.71%,80.84%,241.25,0.02%,15,0.06,0,15,0,0,1,15,15,1,241.25,0.02%,15,0.06,0,15,0,0,1,15,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,1,241.25,0.02%,15,15,0,0.06,1,15,15,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,< 10%,> 90%,0.01%, --, --,0,0, --,10.69%,3.2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,"81,875",,,,,,,,
2/12/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/26/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,"8,879",3.97%,0.07,577.6,2.81%,2,"6,285","223,562",0,"2,637",10.08%,0,0.00%,603,6.36%,0.09,0.07,2.58,0, --,50, --, --, --,0, --, --, --, --, --, --, --, --, --,"223,562", --, --,1,0,,,0,, --,,7,,0,Sign-up: 2.00,Sign-up: 30.00,0,0,2,0,0,0,"223,562",0,0.00%,0,8.70%,0.00%,0.00%,100.00%, --,288.8,0.02%,30,0.05,0,15,0,0,2,30,15,4,144.4,0.05%,32,0.06,0,8,0,0,4,32,8,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,2,288.8,0.02%,30,15,0,0.05,2,30,15,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,< 10%,22.47%,73.49%, --, --,0,0, --,54.28%,3.94,36.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.2,"192,819",,,,,,,,
1/29/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/22/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,"4,802",6.05%,0.06,274.77,0.88%,0,697,"79,407",0,"4,202",15.92%,0,0.00%,137,2.77%,0.39,0.02,3.46,0.024, --, --, --, --, --,838,32.66%,5.38%,8.46%, --, --,8.72%,4.70%,3.07%,1.82%,"79,407", --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,"9,509","4,542","14,051","65,356",12.56,17.69%,1.32, --,11.98%,5.72%,82.31%,67.67%,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,< 10%,89.21%,6.51%, --, --,0,0, --,8.57%,3.13,1.71,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"64,781",,,,,,,,
2/5/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/29/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,848,5.90%,0.05,39.16,1.04%,0,150,"14,361",0,727,9.99%,0,0.00%,12,1.40%,0.26,0.03,2.73,0.056, --, --, --, --, --,76,23.26%,1.18%,6.26%, --, --,6.58%,3.08%,1.96%,0.98%,"14,361", --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,"5,344","2,537","7,881","6,480",11.36,54.88%,2.13, --,37.21%,17.67%,45.12%,67.81%,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0,0.00%,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"11,617",,,,,,,,
4/1/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --,0.00%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,1,0,,,0,, --,,7,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --,0.00%,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/15/2024,Enabled,UNICEF | MS | DRTV | Demand Gen | Malnutrición, --,USD,26,Daily,Eligible (Limited),most ads limited by policy,Demand Gen,"3,363",3.22%,0.12,392.07,1.12%,2,"1,173","104,340",0,"2,236",23.39%,0,0.00%,82,2.38%,0.33,0.01,3.76,0.021, --, --, --, --, --,607,34.92%,12.30%,2.88%, --, --,12.28%,6.14%,4.51%,4.06%,"104,340", --, --,1,0,,,0,, --,,7,,0,Sign-up: 2.00,Sign-up: 30.00,0,0,2,"4,926","2,709","7,635","96,705",4.03,7.32%,0.82,3.19%,4.72%,2.60%,92.68%,64.52%,196.04,0.06%,30,0.08,0.01,15,0,0,2,30,15,2,196.04,0.06%,30,0.08,0.01,15,0,0,2,30,15,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,2,196.04,0.06%,30,15,0.01,0.08,2,30,15,21029976873,Standard, --,Maximize Conversions,90.77, --, --, --, --, --, --, --,0.89%,[SIGNUP/WEBSITE], --, --, --, --, --, --, --, --, --, --,< 10%,> 90%,1.34%, --, --,0,0, --,11.00%,3.19,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,"89,307",,,,,,,,
4/15/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/12/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/22/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/29/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/25/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
1/29/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
3/11/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/8/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2/19/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
4/1/2024,Paused,UNICEF 2023 | Conv. Directa  | Generic in-market | MCO (USD), --,USD,100,Daily,Paused,campaign paused; unknown,Search,0, --,0,0, --,0,0,0,0,0, --,0, --,0, --,0,0,0,0, --, --, --, --, --,0, --, --, --, --, --, --, --, --, --,0, --, --,0,0,0,9,0,0,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 0
Excellent: 1",0,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --, --, --, --,0,0.00%,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, --,0,0,0, --, --,0,0, --, --,0,0,0,0,0,0,USD, --, --, --,0,0, --,0,0,0,0,0,0,0,20329531439,Standard, --,Maximize clicks, --, --, --, --, --, --, --, --, --,"[DOWNLOAD/APP, PURCHASE/WEBSITE, SIGNUP/WEBSITE]", --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
