Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Interactions,Interaction rate,Avg. cost,Cost,CTR,Engagement rate,Invalid Interaction rate,Avg. target cost per in-app action,Avg. watch time / impr.,Impr. (Top) %,Invalid clicks,Views,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Avg. target CPA optimization,Avg. target CPA,View rate (In-stream),View rate (In-feed),View rate (Shorts),Impr. (co-viewed),Invalid click rate,All video ad seq. impr.,Engagements,Invalid Interactions,Avg. CPE,Avg. target ROAS optimization,Avg. target ROAS,Watch time,Impr. (Abs. Top) %,Number of disapproved keywords,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Ad strength details,Number of eligible keywords,Number of disapproved ads,Number of eligible responsive search ads,Number of eligible ads,Number of eligible ad groups,Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Contact,Purchase,Add to cart,Phone call lead,Results value,Outbound click,Results,Download,Submit lead form,Viewable impr.,Measurable cost,Viewable impr. distrib.,Non-viewable impr.,Measurable rate,Non-viewable impr. distrib.,Measurable impr.,Avg. viewable CPM,Non-measurable impr. distrib.,Non-measurable impr.,Viewable CTR,Viewable rate,Value adjustment,Value / conv.,Conv. rate,Conv. value / click,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv. rate,Value / all conv.,All conv. value,All value adjustment,Cost / all conv.,All conv. value / click,All conv.,All conv. value / cost,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Units sold,Cost of goods sold,Cross-sell cost of goods sold,Lead cost of goods sold,Cross-device conv. value (by conv. time),Avg. order value,Gross profit margin,Lead gross profit,Cross-sell gross profit,Cross-device conv. (by conv. time),Revenue,Gross profit,Lead units sold,Cross-sell units sold,Cross-device conv. value,Orders,Avg. cart size,Lead revenue,Cross-sell revenue,Cross-device conv.,View-through conv.,New customers,Store visits,Store visit value,Store visit value / Store visit,View-through store visits,Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Value / conv. (current model),"Conv. value (current model, by conv. time)",Store visits (data-driven),Cost / conv. (current model),Conv. value / click (current model),"Value / conv. (current model, by conv. time)",Store visits (last click),Conv. rate (current model),Conv. value / cost (current model),Conv. value (current model),"Conversions (current model, by conv. time)",Bid strategy,Target ROAS,Label,Campaign subtype,Target CPA,Max CPC Bid Limit for Target IS,Conversion goals,Target Impression Share,Account optimization headroom,Campaign ID,Location Goal for Target IS,Campaign group,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (budget),Search lost IS (budget),Search lost abs. top IS (rank),Search lost top IS (rank),Search lost abs. top IS (budget),Display lost IS (budget),Display impr. share,Relative CTR,Display lost IS (rank),Search exact match IS,Click share,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned views,Earned playlist additions,Earned shares,Earned subscribers,Keyword changes,Network changes,Bid changes,Ad changes,Budget changes,Targeting changes,All changes,Status changes,Avg. impr. freq. / user,1+,2+,3+,4+,5+,10+,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),Gmail clicks to website,Gmail saves,Gmail forwards,%LeadCuento,ADC Lead,Donación,Festeja Lead,Paso 0 %,Paso Dona,ROAS LTV Prom,Valor Donaciones x8,$CuentoDona,Dona %,Donar Cuentos,Lead Cuentos,Paso 1,Paso Dona %,VAC Dona,ADC Donar,Dona Valor,Festeja Dona,Paso 0,Paso 1 %,ROAS LTM x8,VAC Lead,Impr.,Bid strategy type,Clicks,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
1/29/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions (Target CPA),0,0,0,0,0,0
3/18/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,5065.56,245,2.92%,173.64,42540.6,2.92%, --,4.67%, --, --,88.12%,12,0, --, --, --, --, --,16000, --, --, --,"8,398",4.67%,0,0,12,0, --, --, --,67.14%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,Submit lead form: 4.00,0,Submit lead form: 4.00,0,4,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"8,398", --, --,0,1,1.63%,0.02,0,4,4,1,4.49%,0.36,4,0,3867.33,0.02,11,0,0,11,4,0.36,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,4,1,4,0,10635.15,0.02,1,0,1.63%,0,4,4, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,61.14%,54.08%,41.21%,37.89%,1.02%,0.98%,57.77%,44.90%,1.02%, --, --, --, --,49.74%,68.60%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,398",Maximize Conversions (Target CPA),245,4,0,4,173.64,10635.15
4/29/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,6987.06,55,4.15%,168.32,9257.85,4.15%, --,8.33%, --, --,86.38%,5,0, --, --, --, --, --,16000, --, --, --,"1,325",8.33%,0,0,5,0, --, --, --,64.31%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"1,325", --, --,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,56.65%,48.94%,36.45%,43.35%,0.00%,0.00%,63.55%,51.06%,0.00%, --, --, --, --,45.23%, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,325",Maximize Conversions (Target CPA),55,0,0,0,168.32,0
4/15/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,5871.69,242,3.12%,188.33,45576.06,3.12%, --,6.92%, --, --,87.40%,18,0, --, --, --, --, --,16000, --, --, --,"7,762",6.92%,0,0,18,0, --, --, --,63.62%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,Submit lead form: 2.00,0,Submit lead form: 2.00,0,2,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"7,762", --, --,0,1,0.83%,0.01,0,2,2,1,2.48%,0.33,2,0,7596.01,0.01,6,0,0,6,2,0.33,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,2,1,2,0,22788.03,0.01,1,0,0.83%,0,2,2, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,60.01%,52.65%,38.33%,39.01%,1.01%,0.98%,60.66%,46.34%,1.01%, --, --, --, --,51.25%,71.92%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,762",Maximize Conversions (Target CPA),242,2,0,2,188.33,22788.03
2/12/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions (Target CPA),0,0,0,0,0,0
4/22/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,5783.39,266,3.64%,158.72,42218.77,3.64%, --,1.85%, --, --,88.23%,5,0, --, --, --, --, --,16000, --, --, --,"7,300",1.85%,0,0,5,0, --, --, --,67.08%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,Submit lead form: 3.00,0,Submit lead form: 3.00,0,3,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"7,300", --, --,0,1,1.13%,0.01,0,4,4,1,3.01%,0.38,3,0,5277.35,0.01,8,0,0,9,4,0.44,0,0, --, --,1,0, --, --, --,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,3,1,4,0,14072.92,0.01,1,0,1.13%,0,3,4, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,58.90%,52.48%,39.90%,41.10%,0.00%,0.00%,60.10%,47.52%,0.00%, --, --, --, --,47.89%,70.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,300",Maximize Conversions (Target CPA),266,3,0,3,158.72,14072.92
3/25/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,4720.09,209,2.76%,171.23,35787.73,2.76%, --,6.28%, --, --,86.59%,14,0, --, --, --, --, --,16000, --, --, --,"7,582",6.28%,0,0,14,0, --, --, --,63.94%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,1,0,0,1,Phone call lead: 1.00; Submit lead form: 4.00,0,Contact: 1.00; Phone call lead: 1.00; Submit lead form: 4.00,0,4,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"7,582", --, --,0,1,1.91%,0.02,0,4,4,1,5.26%,0.45,5,0,3253.43,0.02,11,0,0,11,5,0.45,0,0, --, --,0,0, --, --, --,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ARS, --, --, --,4,1,4,0,8946.93,0.02,1,0,1.91%,0,4,4, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,63.65%,55.31%,40.84%,35.80%,0.58%,0.55%,58.58%,44.11%,0.58%, --, --, --, --,50.02%,72.41%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,582",Maximize Conversions (Target CPA),209,4,0,4,171.23,8946.93
3/11/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,4041.08,248,2.82%,143.05,35476.62,2.82%, --,3.88%, --, --,88.46%,10,0, --, --, --, --, --,16000, --, --, --,"8,779",3.88%,0,0,10,0, --, --, --,70.73%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,3,Phone call lead: 3.00; Submit lead form: 2.00,0,Phone call lead: 3.00; Submit lead form: 2.00,0,2,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"8,779", --, --,0,1,0.81%,0.01,0,2,2,1,3.63%,0.56,5,0,3941.85,0.02,9,0,0,9,5,0.56,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,2,1,2,0,17738.31,0.01,1,0,0.81%,0,2,2, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,64.27%,57.10%,45.66%,33.91%,1.94%,1.82%,52.39%,40.95%,1.94%, --, --, --, --,52.35%,71.16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,779",Maximize Conversions (Target CPA),248,2,0,2,143.05,17738.31
4/1/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,4867,287,3.15%,154.29,44279.98,3.15%, --,2.71%, --, --,89.13%,8,0, --, --, --, --, --,16000, --, --, --,"9,098",2.71%,0,0,8,0, --, --, --,70.39%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,1,Phone call lead: 1.00; Submit lead form: 2.00,0,Phone call lead: 1.00; Submit lead form: 2.00,0,2,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"9,098", --, --,0,1,0.70%,0.01,0,1,1,1,1.74%,0.6,3,0,8856,0.01,5,0,0,4,2,0.5,0,0, --, --,0,0, --, --, --,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,ARS, --, --, --,2,1,1,0,22139.99,0.01,1,0,0.70%,0,2,1, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,67.16%,59.98%,47.37%,32.84%,0.00%,0.00%,52.63%,40.02%,0.00%, --, --, --, --,52.81%,77.49%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,098",Maximize Conversions (Target CPA),287,2,0,2,154.29,22139.99
3/4/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,3934.15,234,3.06%,128.47,30060.83,3.06%, --,4.49%, --, --,89.28%,11,0, --, --, --, --, --,16000, --, --, --,"7,641",4.49%,0,0,11,0, --, --, --,71.98%,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,Submit lead form: 3.00,0,Submit lead form: 3.00,0,3,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"7,641", --, --,0,1,1.28%,0.01,0,3,3,1,2.99%,0.43,3,0,4294.4,0.01,7,0,0,7,3,0.43,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,3,1,3,0,10020.28,0.01,1,0,1.28%,0,3,3, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --,65.72%,58.89%,47.48%,33.80%,0.50%,0.49%,52.03%,40.62%,0.50%, --, --, --, --,54.47%,74.29%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,641",Maximize Conversions (Target CPA),234,3,0,3,128.47,10020.28
2/26/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions (Target CPA),0,0,0,0,0,0
2/19/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions (Target CPA),0,0,0,0,0,0
2/5/2024,Enabled,leads_legados_testamento_search_AO, --,ARS,5383,Daily,Eligible,unknown,100,Search,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,10,0,8,"Pending: 3
No Ads: 0
Poor: 0
Average: 0
Good: 1
Excellent: 6",12,0,5,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard,16000, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,10429591668, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions (Target CPA),0,0,0,0,0,0
4/8/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,755.26,"8,183",4.89%,15.45,126434.68,4.89%, --,2.06%, --, --,48.21%,172,0, --, --, --, --, --,6200, --, --, --,"167,406",2.06%,0,0,172,0, --, --, --,41.51%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,"1,248.17",4,0,0,Purchase: 4.00,0,"Contact: 1,248.17; Purchase: 4.00",0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"167,406", --, --,0,0,15.25%,0,0,"1,251.67",0,0,15.30%,0,4,0,100.97,0,"1,252.17",0,0,"1,255.67",4,0,0,0, --, --,0,0, --, --, --,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ARS,185487.73,3919,45000,"1,248.17",0,0,0,101.3,0,0,0,15.25%,0,0,"1,251.67", --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,22.94%,11.14%,< 10%,0.01%,88.80%,77.05%,1.61%,0.06%,88.80%, --, --, --, --,13.25%,10.62%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167,406",Maximize Conversions (Target CPA),"8,183",0,0,"1,248.17",15.45,101.3
3/11/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,900.65,"6,796",4.65%,19.36,131554.02,4.65%, --,2.65%, --, --,48.13%,185,0, --, --, --, --, --,6200, --, --, --,"146,066",2.65%,0,0,185,0, --, --, --,38.35%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,981.06,1,0,0,Purchase: 1.00,0,Contact: 981.06; Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"146,066", --, --,0,0,14.44%,0,0,980.06,0,0,14.45%,0,1,0,133.96,0,982.06,0,0,981.06,1,0,0,0, --, --,0,0, --, --, --,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,ARS,185487.73,3919,45000,981.06,0,0,0,134.09,0,0,0,14.44%,0,0,980.06, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,25.95%,12.74%,10.15%,0.01%,87.21%,74.04%,2.64%,0.05%,87.21%, --, --, --, --,14.07%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"146,066",Maximize Conversions (Target CPA),"6,796",0,0,981.06,19.36,134.09
4/15/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,621.19,"8,638",4.75%,13.08,112992.37,4.75%, --,1.40%, --, --,42.82%,123,0, --, --, --, --, --,6200, --, --, --,"181,896",1.40%,0,0,123,0, --, --, --,35.73%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,"1,384.07",7,0,0,Purchase: 7.00,0,"Contact: 1,384.07; Purchase: 7.00",0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"181,896", --, --,0,0,16.02%,0,0,"1,387.07",0,0,16.10%,0.01,7,0,81.23,0,"1,391.07",0,0,"1,394.07",7,0.01,0,0, --, --,0,0, --, --, --,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,ARS,185487.73,3919,45000,"1,384.07",0,0,0,81.64,0,0,0,16.02%,0,0,"1,387.07", --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,21.33%,< 10%,< 10%,0.00%,> 90%,78.66%,1.57%,0.04%,> 90%, --, --, --, --,11.96%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"181,896",Maximize Conversions (Target CPA),"8,638",0,0,"1,384.07",13.08,81.64
4/1/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,726.97,"7,699",4.99%,14.56,112128.12,4.99%, --,1.89%, --, --,45.40%,148,0, --, --, --, --, --,6200, --, --, --,"154,241",1.89%,0,0,148,0, --, --, --,38.85%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,"1,275.55",2,0,1,Phone call lead: 1.00; Purchase: 2.00,0,"Contact: 1,275.55; Phone call lead: 1.00; Purchase: 2.00",0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"154,241", --, --,0,0,16.57%,0,0,"1,280.05",0,0,16.61%,0,3,0,87.7,0,"1,278.55",0,0,"1,283.05",3,0,0,0, --, --,0,0, --, --, --,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,ARS,185487.73,3919,45000,"1,275.55",0,0,0,87.91,0,0,0,16.57%,0,0,"1,280.05", --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,27.15%,12.40%,10.61%,0.00%,87.56%,72.84%,1.82%,0.04%,87.56%, --, --, --, --,15.41%,12.30%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"154,241",Maximize Conversions (Target CPA),"7,699",0,0,"1,275.55",14.56,87.91
