Week,Campaign status,Campaign,Budget name,Currency code,Budget,Budget type,Status,Status reasons,Optimization score,Campaign type,Avg. CPV,Avg. CPM,Interactions,Interaction rate,Avg. cost,Cost,CTR,Engagement rate,Invalid Interaction rate,Avg. target cost per in-app action,Avg. watch time / impr.,Impr. (Top) %,Invalid clicks,Views,Video played to 25%,Video played to 50%,Video played to 75%,Video played to 100%,Avg. target CPA optimization,Avg. target CPA,View rate (In-stream),View rate (In-feed),View rate (Shorts),Impr. (co-viewed),Invalid click rate,All video ad seq. impr.,Engagements,Invalid Interactions,Avg. CPE,Avg. target ROAS optimization,Avg. target ROAS,Watch time,Impr. (Abs. Top) %,Number of disapproved keywords,Number of eligible sitelinks (legacy),Number of eligible images (upgraded),Ad strength details,Number of eligible keywords,Number of disapproved ads,Number of eligible responsive search ads,Number of eligible ads,Number of eligible ad groups,Number of eligible sitelinks (upgraded),Number of eligible images (legacy),Contact,Purchase,Add to cart,Phone call lead,Results value,Outbound click,Results,Download,Submit lead form,Viewable impr.,Measurable cost,Viewable impr. distrib.,Non-viewable impr.,Measurable rate,Non-viewable impr. distrib.,Measurable impr.,Avg. viewable CPM,Non-measurable impr. distrib.,Non-measurable impr.,Viewable CTR,Viewable rate,Value adjustment,Value / conv.,Conv. rate,Conv. value / click,New customer lifetime value,Conversions (by conv. time),Conv. value (by conv. time),Value / conv. (by conv. time),All conv. rate,Value / all conv.,All conv. value,All value adjustment,Cost / all conv.,All conv. value / click,All conv.,All conv. value / cost,All new customer lifetime value,All conv. (by conv. time),All conv. value (by conv. time),Value / all conv. (by conv. time),Units sold,Cost of goods sold,Cross-sell cost of goods sold,Lead cost of goods sold,Cross-device conv. value (by conv. time),Avg. order value,Gross profit margin,Lead gross profit,Cross-sell gross profit,Cross-device conv. (by conv. time),Revenue,Gross profit,Lead units sold,Cross-sell units sold,Cross-device conv. value,Orders,Avg. cart size,Lead revenue,Cross-sell revenue,Cross-device conv.,View-through conv.,New customers,Store visits,Store visit value,Store visit value / Store visit,View-through store visits,Currency code,Est. add. cost/wk (rec. budget),Est. add. interactions/wk (rec. budget),Recommended budget,Conversions (current model),Value / conv. (current model),"Conv. value (current model, by conv. time)",Store visits (data-driven),Cost / conv. (current model),Conv. value / click (current model),"Value / conv. (current model, by conv. time)",Store visits (last click),Conv. rate (current model),Conv. value / cost (current model),Conv. value (current model),"Conversions (current model, by conv. time)",Bid strategy,Target ROAS,Label,Campaign subtype,Target CPA,Max CPC Bid Limit for Target IS,Conversion goals,Target Impression Share,Account optimization headroom,Campaign ID,Location Goal for Target IS,Campaign group,Search impr. share,Search top IS,Search abs. top IS,Search lost IS (rank),Search lost top IS (budget),Search lost IS (budget),Search lost abs. top IS (rank),Search lost top IS (rank),Search lost abs. top IS (budget),Display lost IS (budget),Display impr. share,Relative CTR,Display lost IS (rank),Search exact match IS,Click share,Phone calls,Phone impr.,PTR,Chat rate,Message impr.,Chats,Earned likes,Earned views,Earned playlist additions,Earned shares,Earned subscribers,Keyword changes,Network changes,Bid changes,Ad changes,Budget changes,Targeting changes,All changes,Status changes,Avg. impr. freq. / user,1+,2+,3+,4+,5+,10+,Unique users,Avg. impr. freq. / user (7 days),Avg. impr. freq. / user (30 days),Gmail clicks to website,Gmail saves,Gmail forwards,%LeadCuento,ADC Lead,Donación,Festeja Lead,Paso 0 %,Paso Dona,ROAS LTV Prom,Valor Donaciones x8,$CuentoDona,Dona %,Donar Cuentos,Lead Cuentos,Paso 1,Paso Dona %,VAC Dona,ADC Donar,Dona Valor,Festeja Dona,Paso 0,Paso 1 %,ROAS LTM x8,VAC Lead,Impr.,Bid strategy type,Clicks,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
3/18/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.8,364.64,"109,189",56.49%,0.65,70482.41,0.10%,56.49%,1.38%, --, --, --,0,"88,187",97.77%,69.16%,53.66%,45.76%, --, --,45.62%, --, --,"213,160",0.00%,0,"109,189","1,528",0.65, --, --, --, --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"180,739",70459.74,93.51%,"12,441",99.94%,6.44%,"193,180",389.84,0.06%,113,0.00%,93.56%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,2.75%, --, --,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,,,"161,341",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"193,293",Manual CPV,193,0,0,0,365.19,0
1/29/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.57,261.8,"88,949",56.67%,0.46,41093.7,0.14%,56.67%,2.49%, --,10.9, --,0,"72,050",97.38%,68.41%,53.74%,45.88%, --, --,45.90%, --, --,"169,227",0.00%,0,"88,949","2,269",0.46, --, --,"1,712,402", --,,,0, --,,0,,3,2,0,,1,0,0,0,0,0,Contact: 1.00,0,0,"150,792",41082.04,96.07%,"6,051",99.92%,3.85%,"156,843",272.44,0.08%,124,0.00%,96.14%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,41093.7,0,1,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ARS,203840,315698,41000,1,0,0,0,41093.7,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,4.03%, --, --,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"134,176",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"156,967",Manual CPV,215,0,0,1,191.13,41093.7
2/5/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.6,286.07,"146,301",58.41%,0.49,71648.04,0.13%,58.41%,2.09%, --,11, --,0,"118,709",97.66%,70.48%,55.42%,47.42%, --, --,47.40%, --, --,"273,767",0.00%,0,"146,301","3,125",0.49, --, --,"2,767,046", --,,,0, --,,0,,3,2,0,,2,0,0,0,0,0,Contact: 2.00,0,0,"241,590",71632.2,96.46%,"8,671",99.92%,3.46%,"250,261",296.5,0.08%,196,0.00%,96.54%,0,0,0.00%,0,0,4,0,0,0.00%,0,0,0,35824.02,0,2,0,0,4,0,0,0,0, --, --,0,0, --, --, --,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ARS,203840,315698,41000,2,0,0,0,35824.02,0,0,0,0.00%,0,0,4, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,6.19%, --, --,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.4,,,,,,,"200,967",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"250,457",Manual CPV,325,0,0,2,220.46,35824.02
2/19/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.71,313.71,"120,624",54.84%,0.57,68997.14,0.12%,54.84%,1.05%, --,10.8, --,0,"96,672",98.02%,68.09%,51.91%,43.99%, --, --,43.95%, --, --,"244,932",0.00%,0,"120,624","1,283",0.57, --, --,"2,381,705", --,,,0, --,,0,,3,2,0,,1,0,0,0,0,0,Contact: 1.00,0,0,"214,368",68964.07,97.47%,"5,338",99.89%,2.43%,"219,706",321.71,0.11%,233,0.00%,97.57%,0,0,0.00%,0,0,1,0,0,0.00%,0,0,0,34498.57,0,2,0,0,2,0,0,0,0, --, --,0,0, --, --, --,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,ARS,203840,315698,41000,1,0,0,0,68997.14,0,0,0,0.00%,0,0,1, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,5.26%, --, --,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"186,618",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"219,939",Manual CPV,268,0,0,1,257.45,68997.14
4/8/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.69,343.66,"130,157",60.04%,0.57,74496.71,0.13%,60.04%,1.02%, --, --, --,0,"107,635",97.84%,71.16%,57.23%,49.73%, --, --,49.65%, --, --,"235,018",0.00%,0,"130,157","1,347",0.57, --, --, --, --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"210,900",74490.22,97.29%,"5,831",99.98%,2.69%,"216,731",353.2,0.02%,46,0.00%,97.31%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,3.42%, --, --,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1.4,,,,,,,"171,145",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"216,777",Manual CPV,275,0,0,0,270.9,0
3/25/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.8,342.32,"107,053",54.02%,0.63,67837.72,0.13%,54.02%,1.30%, --,10.7, --,0,"84,759",97.58%,66.87%,50.91%,42.89%, --, --,42.77%, --, --,"218,840",0.00%,0,"107,053","1,410",0.63, --, --,"2,128,448", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"191,738",67818.75,96.75%,"6,348",99.96%,3.20%,"198,086",353.71,0.04%,83,0.00%,96.80%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,3.57%, --, --,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"168,080",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"198,169",Manual CPV,261,0,0,0,259.91,0
2/26/2024,Enabled,conversiones_prospect_cuentosquecuidan_searchgeneric_AO, --,ARS,13361,Daily,Eligible (Limited),limited by budget; some ads disapproved,99.81,Search,0,919.96,"4,628",5.03%,18.28,84585.17,5.03%, --,2.65%, --, --,46.08%,126,0, --, --, --, --, --,6200, --, --, --,"91,944",2.65%,0,0,126,0, --, --, --,37.63%,7,0,3,"Pending: 0
No Ads: 0
Poor: 0
Average: 0
Good: 2
Excellent: 1",12,1,2,2,2,3,0,728.83,4,0,0,Purchase: 4.00,0,Contact: 728.83; Purchase: 4.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"91,944", --, --,0,0,15.75%,0,0,731.83,0,0,15.83%,0.01,4,0,115.42,0,732.83,0,0,734.83,3,0,0,0, --, --,0,0, --, --, --,8,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,ARS,185487.73,3919,45000,728.83,0,0,0,116.06,0,0,0,15.75%,0,0,731.83, --, --, --,Standard,6200, --,[CONTACT/WEBSITE], --,0.03%,15762265389, --, --,26.23%,12.17%,< 10%,0.01%,87.74%,73.76%,2.32%,0.09%,87.74%, --, --, --, --,14.81%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"91,944",Maximize Conversions (Target CPA),"4,628",0,0,728.83,18.28,116.06
4/15/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.76,392.17,"114,366",61.65%,0.64,72747.45,0.13%,61.65%,1.52%, --, --, --,0,"95,377",98.05%,72.64%,58.98%,51.56%, --, --,51.42%, --, --,"201,043",0.00%,0,"114,366","1,762",0.64, --, --, --, --,,,0, --,,0,,3,2,0,,0,1,0,0,Purchase: 1.00,0,Purchase: 1.00,0,0,"180,842",72743,97.49%,"4,638",99.99%,2.50%,"185,480",402.25,0.01%,22,0.00%,97.50%,0,1,0.00%,0,0,1,1,1,0.00%,1,2,0,36373.73,0,2,0,0,2,2,1,0,0, --, --,1,0, --, --, --,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,ARS,203840,315698,41000,1,1,1,0,72747.45,0,1,0,0.00%,0,1,1, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,4.18%, --, --,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1.4,,,,,,,"147,895",,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"185,502",Manual CPV,244,1,0,1,298.15,72747.45
4/22/2024,Enabled,reconocimiento_prospect_drtv_youtube_AO, --,ARS,11924,Daily,Eligible (Limited),limited by budget; unknown, --,Video,0.79,369.87,"109,046",57.30%,0.65,70386.59,0.11%,57.30%,1.50%, --,11.1, --,0,"88,537",98.30%,69.87%,54.43%,46.64%, --, --,46.52%, --, --,"207,991",0.00%,0,"109,046","1,666",0.65, --, --,"2,120,311", --,,,0, --,,0,,3,2,0,,0,0,0,0,0,0,0,0,0,"186,403",70378.17,97.95%,"3,855",99.98%,2.03%,"190,258",377.56,0.02%,42, --,97.97%,0,0,0.00%,0,0,0,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS,203840,315698,41000,0,0,0,0,0,0,0,0,0.00%,0,0,0, --, --, --,Standard, --, --,"[CONTACT/WEBSITE, DOWNLOAD/APP, PHONE_CALL_LEAD/CALL_FROM_ADS, PURCHASE/WEBSITE]", --,0.00%,20522913968, --, --, --, --, --, --, --, --, --, --, --,> 90%,< 10%, --,5.65%, --, --,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.3,,,,,,,"164,296",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"190,300",Manual CPV,214,0,0,0,328.91,0
4/1/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,10.07,533.6,"22,144",7.65%,6.97,154369.68,3.40%,10.93%,2.41%, --,14.8, --,0,"5,494",10.38%,5.80%,4.25%,2.22%, --, --,18.31%,0.04%,6.66%,"289,299",0.00%,0,"14,175",547,3.9, --, --,"159,296", --,,,0, --,,0,,6,2,0,,0.22,0,0,0,Submit lead form: 10.99,0,Contact: 0.22; Submit lead form: 10.99,0,10.99,"91,116",57482.14,31.50%,"63,530",53.46%,21.96%,"154,646",630.87,46.54%,"134,653",0.19%,58.92%,0,1,0.05%,0,0,10.99,10.99,1,0.45%,0.15,14.99,0,1540.46,0,100.21,0,0,99.21,14.99,0.15,0,0, --, --,3,0, --, --, --,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,ARS, --, --, --,10.99,1,10.99,0,14043.77,0,1,0,0.05%,0,10.99,10.99, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --,0.07%,< 10%, --,> 90%, --, --,0,0,0,0,0,0,211,18,0,0,1–20,0,0,0,0,0,0,0,0,1.3,,,,,,,"222,101",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"289,299",Maximize Conversions,"9,828",10.99,0,10.99,15.71,14043.77
4/22/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,24.24,936.36,"9,766",5.42%,17.29,168872.13,4.01%,14.04%,3.84%, --,14.9, --,0,651,19.59%,11.88%,9.46%,6.65%, --, --,16.10%,0.04%,3.63%,"180,350",0.00%,0,"3,052",390,6.48, --, --,"53,725", --,,,0, --,,0,,6,2,0,,0,0,0,0,Submit lead form: 8.00,0,Submit lead form: 8.00,0,8,"38,963",31492.46,21.60%,"15,784",30.36%,8.75%,"54,747",808.27,69.64%,"125,603", --,71.17%,0,1,0.08%,0,0,8,8,1,0.60%,0.14,8,0,2863.46,0,58.97,0,0,60,9,0.15,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,8,1,8,0,21109.02,0,1,0,0.08%,0,8,8, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --,0.07%,< 10%, --,> 90%, --, --,0,0,0,0,0,0,4,7,0,0,1–20,0,0,0,0,0,0,0,0,1.2,,,,,,,"149,272",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"180,350",Maximize Conversions,"7,236",8,0,8,23.34,21109.02
2/5/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,1213.2,245,2.40%,50.62,12401.34,2.40%, --,5.41%, --, --,59.59%,14,0, --, --, --, --, --,15750, --, --, --,"10,222",5.41%,0,0,14,0, --, --, --,28.01%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,1,0,1,Phone call lead: 1.00; Purchase: 1.00,0,Phone call lead: 1.00; Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"10,222", --, --,0,1,0.41%,0,0,1,1,1,0.82%,1,2,0,6200.67,0.01,2,0,0,2,2,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,12401.34,0,1,0,0.41%,0,1,1, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,33.09%,20.03%,< 10%,62.43%,4.55%,4.48%,86.04%,75.42%,4.55%, --, --, --, --,49.30%,11.90%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,222",Maximize Conversions (Target CPA),245,1,0,1,50.62,12401.34
2/19/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,2047.79,432,3.12%,65.61,28343.41,3.12%, --,4.85%, --, --,57.30%,22,0, --, --, --, --, --,15750, --, --, --,"13,841",4.85%,0,0,22,0, --, --, --,33.37%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,2,0,0,Purchase: 2.00,0,Purchase: 2.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"13,841", --, --,0,1,0.46%,0,0,2,2,1,0.46%,1,2,0,14171.71,0,2,0,0,2,2,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,2,1,2,0,14171.71,0,1,0,0.46%,0,2,2, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,32.46%,18.82%,10.96%,66.70%,0.85%,0.84%,88.20%,80.34%,0.85%, --, --, --, --,53.88%,14.78%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,841",Maximize Conversions (Target CPA),432,2,0,2,65.61,14171.71
1/29/2024,Enabled,conversiones_prospect_drtv_searchgeneric_AO, --,ARS,8500,Daily,Eligible (Limited),unknown; some ads disapproved,100,Search,0,1712.75,138,2.99%,57.33,7911.21,2.99%, --,5.48%, --, --,62.41%,8,0, --, --, --, --, --,15750, --, --, --,"4,619",5.48%,0,0,8,0, --, --, --,25.05%,144,0,14,"Pending: 3
No Ads: 0
Poor: 4
Average: 1
Good: 4
Excellent: 10",13,9,3,3,3,8,1,0,1,0,0,Purchase: 1.00,0,Purchase: 1.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"4,619", --, --,0,1,0.72%,0.01,0,1,1,1,0.72%,1,1,0,7911.21,0.01,1,0,0,1,1,1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,1,1,1,0,7911.21,0.01,1,0,0.72%,0,1,1, --, --,DRTV,Standard,15750, --,[PURCHASE/WEBSITE], --,0.00%,9685444555, --, --,32.27%,20.57%,< 10%,62.68%,5.16%,5.05%,86.59%,74.27%,5.16%, --, --, --, --,54.38%,< 10%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,619",Maximize Conversions (Target CPA),138,1,0,1,57.33,7911.21
2/19/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,0,0,0, --,0,0, --, --, --, --, --, --,0,0, --, --, --, --, --, --, --, --, --,0, --,0,0,0,0, --, --, --, --,,,0, --,,0,,6,2,0,,0,0,0,0,0,0,0,0,0,0,0, --,0, --, --,0,0, --,0, --, --,0,0,0.00%,0,0,0,0,0, --,0,0,0,0,0,0,0,0,0,0,0,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARS, --, --, --,0,0,0,0,0,0,0,0, --,0,0,0, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --, --,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maximize Conversions,0,0,0,0,0,0
3/4/2024,Enabled,conversiones_prospect_drtv_searchbrand_AO, --,ARS,18000,Daily,Eligible,some ads disapproved,99.81,Search,0,12988.2,735,23.06%,56.34,41406.38,23.06%, --,8.01%, --, --,88.62%,64,0, --, --, --, --, --,2500, --, --, --,"3,188",8.01%,0,0,64,0, --, --, --,83.02%,112,0,3,"Pending: 7
No Ads: 0
Poor: 4
Average: 1
Good: 1
Excellent: 9",14,19,4,4,4,5,1,2,25,0,2,Phone call lead: 2.00; Purchase: 25.00,0,Contact: 2.00; Phone call lead: 2.00; Purchase: 25.00,0,0,0,0,0.00%,0,0.00%,0.00%,0,0,100.00%,"3,188", --, --,0,1,3.40%,0.03,0,26,26,1,3.95%,0.93,27,0,1427.81,0.04,29,0,0,31,28,0.9,0,0, --, --,0,0, --, --, --,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,ARS, --, --, --,25,1,26,0,1656.26,0.03,1,0,3.40%,0,25,26, --, --,DRTV; Brand,Standard,7000, --,[PURCHASE/WEBSITE], --,0.01%,950901517, --, --,42.55%,37.76%,35.38%,57.45%,0.00%,0.00%,64.62%,62.24%,0.00%, --, --, --, --,85.80%,59.21%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,188",Maximize Conversions (Target CPA),735,25,0,25,56.34,1656.26
3/25/2024,Enabled,leads_legados_testamento_demandgen_AO, --,ARS,27081,Daily,Eligible (Limited),limited by budget; unknown,100,Demand Gen,5.91,809.47,"9,036",6.32%,12.81,115753.78,5.12%,19.84%,3.12%, --,13.8, --,0,788,27.24%,14.75%,11.86%,9.03%, --, --,15.57%,0.03%,4.27%,"142,999",0.00%,0,"1,794",291,2.73, --, --,"66,216", --,,,0, --,,0,,6,2,0,,1,0,0,0,Submit lead form: 4.00,0,Contact: 1.00; Submit lead form: 4.00,0,4,"9,448",4350.83,6.61%,"2,570",8.40%,1.80%,"12,018",460.5,91.60%,"130,981",0.17%,78.62%,0,1,0.04%,0,0,4,4,1,0.54%,0.1,5,0,2269.62,0,51,0,0,50,5,0.1,0,0, --, --,0,0, --, --, --,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,ARS, --, --, --,4,1,4,0,28938.45,0,1,0,0.04%,0,4,4, --, --, --,Standard, --, --,[SUBMIT_LEAD_FORM/WEBSITE], --,0.00%,21067851263, --, --, --, --, --, --, --, --, --, --, --,0.02%,< 10%, --,> 90%, --, --,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,,,"123,313",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142,999",Maximize Conversions,"7,328",4,0,4,15.8,28938.45
